NG,,,,,,,Defense,,,,,,,,,Damage Negation,,,,,,,,,Resistances,,,,,,,,Incoming Status Damage Multipliers,,,,,,Poise,,,,,"Enemy ""Part"" Damage Multipliers",,,,,,,,,
Location,Name,ID,,Health,dlcClear,,Phys,Strike,Slash,Pierce,Magic,Fire,Ltng,Holy,,Phys,Strike,Slash,Pierce,Magic,Fire,Ltng,Holy,,Poison,Scarlet Rot,Bleed,Frost,Sleep,Madness,Deathblight,,Bleed,Frost,Sleep,Madness,HP Burn Effect,,Base,Incoming Mult,Effective,Regen Delay,,Part 1,Part 2,Part 3,Part 4,Part 5,Part 6,Part 7,Part 8,Weak Part,Parts Damage Type
Ainsel River,Nox Priest,33000062,,"1,398",-,,114,114,114,114,114,114,114,114,,0,0,-10,0,20,0,0,-20,,337,337,337,337,245,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Nox Priest,33002062,,"1,398",-,,114,114,114,114,114,114,114,114,,0,0,-10,0,20,0,0,-20,,337,337,337,337,245,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Nox Swordstress,33001062,,"1,398",-,,114,114,114,114,114,114,114,114,,0,0,-10,0,20,0,0,-20,,337,337,337,337,245,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Onyx Lord,36000062,,"3,114",-,,114,114,114,114,114,114,114,114,,10,10,10,10,20,20,20,20,,337,337,337,Immune,245,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Silver Tear,33200062,,457,-,,114,114,114,114,114,114,114,114,,35,35,35,35,20,40,0,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Silver Tear,33200162,,457,-,,114,114,114,114,114,114,114,114,,35,35,35,35,20,40,0,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Silver Tear,33200262,,457,-,,114,114,114,114,114,114,114,114,,35,35,35,35,20,40,0,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Silver Tear,33201062,,457,-,,114,114,114,114,114,114,114,114,,35,35,35,35,20,40,0,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Silver Tear,33202062,,457,-,,114,114,114,114,114,114,114,114,,35,35,35,35,20,40,-100,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Silver Tear,33202262,,457,-,,114,114,114,114,114,114,114,114,,35,35,35,35,20,40,-100,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Silver Tear Boulder,33300662,,"2,277",-,,114,114,114,114,114,114,114,114,,35,10,35,35,20,40,0,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Silver Tear Boulder,33300762,,"2,277",-,,114,114,114,114,114,114,114,114,,35,10,35,35,20,40,0,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Silver Tear Boulder,33300862,,"2,277",-,,114,114,114,114,114,114,114,114,,35,10,35,35,20,40,0,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Snail,41400062,,519,-,,114,114,114,114,114,114,114,114,,-10,-10,-40,-10,-20,-20,-20,-20,,184,184,184,138,138,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Starcaller,43800062,,668,-,,114,114,114,114,114,114,114,114,,-10,-10,-10,-10,0,0,0,0,,138,138,184,184,245,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Stone Teardrop Scarab,41915062,,635,-,,114,114,114,114,114,114,114,114,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Ainsel River,Ulcerated Tree Spirit,46400162,,"11,191",-,,114,114,114,114,114,114,114,114,,0,0,0,0,20,-20,20,40,,"1,188","1,188",552,245,Immune,Immune,Immune,,1,1,1,1,1,,120,1,120,9.231,,1.5,1,1,1,1,1,1,1,1.5,1
Ainsel River - Boss,"Astel, Naturalborn of the Void [Boss]",46200062,,"11,170",-,,114,114,114,114,114,114,114,114,,10,10,10,10,40,40,40,40,,552,552,552,Immune,Immune,Immune,Immune,,0.7,1,1,1,1,,120,1,120,9.231,,1.2,0.8,0.8,0.6,1,1,1,1,1.5,1
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Ancient Dragon Lansseax [Boss],45102030,,"9,087",-,,115,115,115,115,115,115,115,115,,35,35,35,10,40,40,80,40,,556,556,556,556,Immune,Immune,Immune,,0.7,0.7,1,1,1,,120,0.2,600,9.231,,2,1,1,1,1,1,1,1,2,1
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Ash Teardrop Scarab,41912030,,413,-,,110,110,110,110,110,110,110,110,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Grey Wolf,40700030,,209,-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-40,-20,-20,,179,179,179,329,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Jellyfish,41800030,,599,-,,110,110,110,110,110,110,110,110,,0,35,0,0,20,20,-20,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Omen Monstrosity (Axe),21401030,,"2,424",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,0,0,0,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Omen Monstrosity (Curved Sword),21400030,,"2,424",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,0,0,0,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Turtle,60900030,,378,-,,100,100,100,100,100,100,100,100,,35,0,35,0,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,2,1,1,1,1,1,1,1,1.5,1
Altus Plateau - Altus Highway Junction,Demi-Human Shaman,41109030,,"1,610",-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-20,-20,-20,,179,179,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Giant Ballista,81010030,,"1,825",-,,110,110,110,110,110,110,110,110,,0,-10,10,10,0,-20,0,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,-1,1,∞,504.95,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Leyndell Foot Soldier,43730530,,395,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Leyndell Foot Soldier,43731530,,395,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Leyndell Foot Soldier,43734030,,292,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Leyndell Knight,43531130,,"1,548",-,,110,110,110,110,110,110,110,110,,10,10,35,0,20,20,40,20,,239,239,329,329,239,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Leyndell Knight's Horse,43630030,,"1,204",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,0,0,20,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Leyndell Soldier,43131030,,516,-,,110,110,110,110,110,110,110,110,,0,0,10,-10,0,0,0,20,,179,179,239,239,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Leyndell Soldier,43131130,,516,-,,110,110,110,110,110,110,110,110,,0,0,10,-10,0,0,0,20,,179,179,239,239,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Mad Pumpkin Head (Hammer),43401130,,"1,564",-,,110,110,110,110,110,110,110,110,,0,10,-10,0,0,0,-20,0,,239,239,179,179,329,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,0.2,1
Altus Plateau - Altus Highway Junction,Night's Cavalry (Flail) [Boss],31501030,,"3,725",-,,113,113,113,113,113,113,113,113,,35,35,35,10,40,40,20,40,,334,334,548,548,Immune,Immune,Immune,,0.7,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Night's Cavalry Horse,31600030,,"4,032",-,,113,113,113,113,113,113,113,113,,10,10,0,10,20,20,20,20,,334,334,334,334,Immune,Immune,Immune,,0.7,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Omen Monstrosity (Axe),21401930,,"2,424",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,0,0,0,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Omen Monstrosity (Curved Sword),21400930,,"2,424",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,0,0,0,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Wandering Noble,43000030,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Wandering Noble,43002030,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Altus Highway Junction,Wandering Noble,43005030,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Boar,60501030,,82,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Giant Living Mass,41710430,,"5,088",-,,110,110,110,110,110,110,110,110,,35,35,35,35,20,0,20,20,,539,539,134,239,Immune,Immune,Immune,,1,1,1,1,1,,180,1,180,13.846,,1,1,1,1,1,1,1,1,1.5,1
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Large Rotten Dog,41640830,,908,-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,0,-20,-20,,179,179,134,239,329,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Lesser Wormface,45700030,,"1,669",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,0,0,0,40,,329,329,329,329,329,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,2,1
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Rotten Dog,41650830,,435,-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,0,-20,-20,,179,179,134,239,329,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Sanguine Noble [Boss],35500930,,"3,128",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,20,40,20,20,,239,239,179,239,329,Immune,Immune,,0.7,0.7,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Slug (Thick Antenna),40402030,,282,-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-20,-40,-20,,134,134,134,134,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,1
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Small Living Mass,41700130,,739,-,,110,110,110,110,110,110,110,110,,80,80,80,80,40,-40,40,40,,539,539,239,239,Immune,Immune,Immune,,1,1,1,1,1,,120,1,120,9.231,,1,1,1,1,1,1,1,1,1.5,1
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Stone Teardrop Scarab,41915030,,413,-,,110,110,110,110,110,110,110,110,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - East Windmill Village, Highway Lookout Tower",Leyndell Soldier,43131330,,516,-,,110,110,110,110,110,110,110,110,,0,0,10,-10,0,0,0,20,,179,179,239,239,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Ash Teardrop Scarab,41912230,,110,-,,110,110,110,110,110,110,110,110,,10,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human,41000030,,319,-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-20,-20,-20,,179,179,179,239,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human,41001030,,319,-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-20,-20,-20,,179,179,179,239,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human,41002030,,319,-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-20,-20,-20,,179,179,179,239,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human Beastman,41200030,,"1,435",-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-20,-20,-20,,179,179,239,239,179,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human Queen [Boss],41301030,,"3,284",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,0,-20,0,0,,179,179,239,239,239,Immune,Immune,,0.7,0.7,0.7,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human Shaman,41100030,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-20,-20,-20,,179,179,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Large Demi-Human,41010030,,626,-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-20,-20,-20,,179,179,179,239,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Leyndell Foot Soldier,43732530,,395,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Wandering Noble,43006030,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Wandering Noble,43006230,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",Black Knife Assassin [Boss],21000830,,"5,413",-,,113,113,113,113,113,113,113,113,,10,10,10,35,20,20,20,40,,Immune,Immune,Immune,334,Immune,Immune,Immune,,1,0.7,1,1,1,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",Finger Reader Crone,21601030,,"2,424",-,,110,110,110,110,110,110,110,110,,0,0,0,0,0,-20,0,0,,239,239,239,239,Immune,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",Nomadic Merchant,32002030,,"3,446",-,,110,110,110,110,110,110,110,110,,-10,0,-10,-10,0,0,0,0,,239,239,239,329,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",Small Land Octopus,42300830,,309,-,,110,110,110,110,110,110,110,110,,0,10,0,0,-20,-20,-40,-20,,179,179,179,42,134,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",White Wolf,40710030,,"1,099",-,,110,110,110,110,110,110,110,110,,-10,-10,-40,-10,-20,-40,-20,-20,,179,179,179,329,179,Immune,Immune,,1,1,1,1,1,,50,1,50,3.846,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Golden Lineage Evergaol,Deer,60100030,,55,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Golden Lineage Evergaol,Godefroy the Grafted [Boss],47500030,,"12,419",-,,113,113,113,113,113,113,113,113,,0,0,0,0,20,20,20,40,,334,334,334,334,334,Immune,Immune,,0.7,0.7,1,1,1,,105,1,105,8.077,,1,1,1,1,1,1,1,1,1.5,1
Altus Plateau - Golden Lineage Evergaol,Lookout Stone,44300030,,467,-,,110,110,110,110,110,110,110,110,,35,10,35,35,40,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,2,0
Altus Plateau - Golden Lineage Evergaol,Vulgar Militia (Saw),43210030,,411,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,-20,0,,Immune,179,239,179,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Golden Lineage Evergaol,Vulgar Militia (Shotel),43211030,,411,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,-20,0,,Immune,179,239,179,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Golden Lineage Evergaol,Winged Misbegotten,34501030,,516,-,,110,110,110,110,110,110,110,110,,0,0,0,0,0,-20,0,0,,239,239,239,239,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Golden Lineage Evergaol,Winged Misbegotten,34502030,,516,-,,110,110,110,110,110,110,110,110,,0,0,0,0,0,-20,0,0,,239,239,239,239,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Boar,60500030,,82,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Lesser Wormface,45702030,,"1,669",-,,110,110,110,110,110,110,110,110,,0,0,-10,0,0,0,0,40,,329,329,329,329,329,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,2,1
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Leyndell Foot Soldier,43730030,,395,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Leyndell Soldier,43130332,,624,-,,111,111,111,111,111,111,111,111,,0,0,10,-10,0,0,0,20,,181,181,241,241,241,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Mad Pumpkin Head (Hammer),43401030,,"1,564",-,,110,110,110,110,110,110,110,110,,0,10,-10,0,0,0,-20,0,,239,239,179,179,329,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,0.2,1
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Vulgar Militia (Chain),43212030,,411,-,,110,110,110,110,110,110,110,110,,0,0,0,-10,0,0,-20,0,,Immune,179,239,179,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Wandering Noble,43004130,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Wandering Noble,43006630,,228,-,,110,110,110,110,110,110,110,110,,-10,-10,-10,-10,-20,-20,-20,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Giant Miranda Sprout,44800330,,"5,212",-,,110,110,110,110,110,110,110,110,,0,35,-40,0,0,-40,40,40,,"1,159",539,539,134,239,Immune,Immune,,1,1,1,1,1,,100,1,100,7.692,,1,1,1,1,1,1,1,1,1.5,1
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Goat,60600030,,55,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Hawk,60010030,,27,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Miranda Sprout,44810330,,319,-,,110,110,110,110,110,110,110,110,,-10,10,-40,-10,-20,-40,20,20,,"1,159",539,539,134,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,1
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Miranda Sprout,44810830,,319,-,,110,110,110,110,110,110,110,110,,-10,10,-40,-10,-20,-40,20,20,,"1,159",539,539,134,239,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,1
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Miranda Sprout,44811830,,319,-,,110,110,110,110,110,110,110,110,,-10,10,-40,-10,-20,-40,20,20,,"1,159",539,539,134,239,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,1
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Omenkiller,48208030,,"1,153",-,,110,110,110,110,110,110,110,110,,0,0,0,0,20,40,20,20,,539,539,239,239,179,Immune,Immune,,1,1,1,1,1,,75,1,75,5.769,,1,1,1,1,1,1,1,1,1.5,0
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Springhare,61000030,,27,-,,100,100,100,100,100,100,100,100,,-40,-40,-40,-40,-40,-100,-40,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,1,,-1,1,∞,0,,1,1,1,1,1,1,1,1,1.5,0
